properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  tileset = "cave",
  music = "great_fairy",
}

tile{
  layer = 1,
  x = 0,
  y = 0,
  width = 24,
  height = 24,
  pattern = "wall.corner.1",
}

tile{
  layer = 1,
  x = 24,
  y = 0,
  width = 272,
  height = 24,
  pattern = "wall.1",
}

tile{
  layer = 1,
  x = 296,
  y = 0,
  width = 24,
  height = 24,
  pattern = "wall.corner.2",
}

tile{
  layer = 1,
  x = 0,
  y = 24,
  width = 24,
  height = 192,
  pattern = "wall.3",
}

tile{
  layer = 1,
  x = 0,
  y = 216,
  width = 24,
  height = 24,
  pattern = "wall.corner.3",
}

tile{
  layer = 1,
  x = 24,
  y = 216,
  width = 272,
  height = 24,
  pattern = "wall.2",
}

tile{
  layer = 1,
  x = 296,
  y = 216,
  width = 24,
  height = 24,
  pattern = "wall.corner.4",
}

tile{
  layer = 1,
  x = 296,
  y = 24,
  width = 24,
  height = 192,
  pattern = "wall.4",
}

tile{
  layer = 1,
  x = 24,
  y = 24,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.1",
}

tile{
  layer = 1,
  x = 288,
  y = 24,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.2",
}

tile{
  layer = 1,
  x = 288,
  y = 208,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.4",
}

tile{
  layer = 1,
  x = 24,
  y = 208,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.3",
}

tile{
  layer = 1,
  x = 32,
  y = 208,
  width = 256,
  height = 8,
  pattern = "wall_border.2",
}

tile{
  layer = 1,
  x = 32,
  y = 24,
  width = 256,
  height = 8,
  pattern = "wall_border.1",
}

tile{
  layer = 1,
  x = 24,
  y = 32,
  width = 8,
  height = 176,
  pattern = "wall_border.3",
}

tile{
  layer = 1,
  x = 288,
  y = 32,
  width = 8,
  height = 176,
  pattern = "wall_border.4",
}

tile{
  layer = 1,
  x = 32,
  y = 32,
  width = 256,
  height = 176,
  pattern = "floor.5",
}

tile{
  layer = 1,
  x = 104,
  y = 32,
  width = 80,
  height = 64,
  pattern = "water_shallow",
}

pickable{
  layer = 1,
  x = 112,
  y = 93,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 128,
  y = 93,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 144,
  y = 93,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 160,
  y = 93,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 176,
  y = 93,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 176,
  y = 77,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 160,
  y = 77,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 144,
  y = 77,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 128,
  y = 77,
  treasure_name = "heart",
}

pickable{
  layer = 1,
  x = 112,
  y = 77,
  treasure_name = "heart",
}

wall{
  layer = 1,
  x = 104,
  y = 32,
  width = 16,
  height = 32,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 1,
  x = 168,
  y = 32,
  width = 16,
  height = 32,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

npc{
  layer = 1,
  x = 144,
  y = 61,
  direction = 3,
  subtype = 1,
  sprite = "npc/great_fairy",
}

destination{
  layer = 1,
  x = 144,
  y = 181,
  direction = 1,
  sprite = "entities/destination",
  default = true,
}

teletransporter{
  layer = 1,
  x = 136,
  y = 184,
  width = 16,
  height = 16,
  destination_map = "Outside/a3",
  sprite = "entities/ice",
}

wall{
  layer = 1,
  x = 120,
  y = 48,
  width = 48,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

